OBJECTID,Parcel Number,APN  JF,Address,City,Zip Code,Legal Line,Case No 1,Case No 2,Case No 3,Case No 4,Amount 1,Amount 2,Amount 3,Amount 4,Sale Location
268,28-520-12-27-00-0-00-000,JA28520122700000000,1804 ELMWOOD AVE,KANSAS CITY,64127,"OAKHURST, S 25' OF LOT 171 & N 25' OF E 94' OF LOT 171",K2015-01480,,,,1830.69,,,,Kansas City
271,28-520-10-25-00-0-00-000,JA28520102500000000,1800 KENSINGTON AVE,KANSAS CITY,64127,"OAKHURST, N 30' LOT 84",K2015-01478,,,,761.87,,,,Kansas City
273,28-520-05-02-00-0-00-000,JA28520050200000000,4509 E 17TH ST,KANSAS CITY,64127,"OAKHURST, E 60.5 FT OF LOT 133",K2015-01475,,,,1974.4,,,,Kansas City
274,28-520-07-01-00-0-00-000,JA28520070100000000,1702 KENSINGTON AVE,KANSAS CITY,64127,"OAKHURST, LOT 88",K2015-01476,,,,2892.91,,,,Kansas City
248,28-520-20-02-00-0-00-000,JA28520200200000000,1901 CHELSEA AVE,KANSAS CITY,64127,"ELMHURST, LOT 31",K2015-01487,,,,226.37,,,,Kansas City
256,28-520-21-19-00-0-00-000,JA28520211900000000,1904 CHELSEA AVE,KANSAS CITY,64127,ELMHURST LOT 37,K2015-01492,,,,2335.16,,,,Kansas City
261,28-520-22-01-00-0-00-000,JA28520220100000000,1900 LISTER AVE,KANSAS CITY,64127,"ELMHURST, LOTS 80 & 81",K2015-01493,,,,263.22,,,,Kansas City
262,28-520-22-02-00-0-00-000,JA28520220200000000,1901 LAWN AVE,KANSAS CITY,64127,"ELMHURST, ALL OF LOT 97",K2015-01494,,,,226.37,,,,Kansas City
263,28-520-15-17-00-0-00-000,JA28520151700000000,1832 CHELSEA AVE,KANSAS CITY,64127,"ELMHURST, LOT 35 & E 40' OF S 45' OF LOT 54",K2015-01484,,,,1984.66,,,,Kansas City
265,28-520-16-12-00-0-00-000,JA28520161200000000,4819 E 18TH ST,KANSAS CITY,64127,"MONTROSE, LOT 19 BLK 2 & N 1/2 VAC ALLEY S & ADJ & LOT 20 BLK 2 & N, 1/2 VAC ALLEY S & ADJ",K2015-01485,,,,223.91,,,,Kansas City
985,28-520-19-02-00-0-00-000,JA28520190200000000,1905 POPLAR AVE,KANSAS CITY,64127,"ELMHURST, N 1/2 OF LOT 8 & W 1/2 VAC BRIGHTON AVE E OF & ADJ",K2015-01486,,,,981.73,,,,Kansas City
986,28-520-20-18-00-0-00-000,JA28520201800000000,1914 POPLAR AVE,KANSAS CITY,64127,"ELMHURST, LOT 17",K2015-01489,,,,1958.01,,,,Kansas City
988,28-520-21-18-00-0-00-000,JA28520211800000000,1908 CHELSEA AVE,KANSAS CITY,64127,"ELMHURST, LOT 38",K2015-01491,,,,222.59,,,,Kansas City
989,28-520-20-03-00-0-00-000,JA28520200300000000,1905 CHELSEA AVE,KANSAS CITY,64127,"ELMHURST, LOT 30",K2015-01488,,,,222.59,,,,Kansas City
235,28-520-34-14-00-0-00-000,JA28520341400000000,2035 LISTER AVE,KANSAS CITY,64127,"CORBIN PLACE, LOT 135",K2015-01500,,,,1064.28,,,,Kansas City
247,28-520-29-30-00-0-00-000,JA28520293000000000,2012 KENSINGTON AVE,KANSAS CITY,64127,"WINCHESTER PLACE, LOT 100",K2015-01496,,,,1504.9,,,,Kansas City
944,28-520-34-05-00-0-00-000,JA28520340500000000,4807 E 20TH ST,KANSAS CITY,64127,CORBIN PLACE W 40 FT OF E 80.49 FT OF LOTS 143 & 144,K2015-01499,,,,1261.4,,,,Kansas City
968,28-520-31-20-00-0-00-000,JA28520312000000000,4506 E 22ND ST,KANSAS CITY,64127,"WINCHESTER PLACE, LOT 61",K2015-01497,,,,1602.64,,,,Kansas City
969,28-520-31-21-00-0-00-000,JA28520312100000000,4512 E 22ND ST,KANSAS CITY,64127,"WINCHESTER PLACE, W 37' OF S 18' OF LOT 59 &    W 37' OF LOT 60",K2015-01498,,,,205.87,,,,Kansas City
970,28-520-33-14-00-0-00-000,JA28520331400000000,2039 LAWN AVE,KANSAS CITY,64127,"WINCHESTER PLACE, N 10 FT OF LOT 14 & S 20 FT OF LOT 15",K2014-01505,,,,1305.64,,,,Kansas City
223,28-520-43-28-00-0-00-000,JA28520432800000000,2202 KENSINGTON AVE,KANSAS CITY,64127,"WINCHESTER PLACE, LOT 155",K2015-01506,,,,215.09,,,,Kansas City
210,28-530-01-11-00-0-00-000,JA28530011100000000,4926 E 24TH ST,KANSAS CITY,64127,"OVERLOOK, LOT 15",K2015-01507,,,,1738.11,,,,Kansas City
212,28-530-02-13-00-0-00-000,JA28530021300000000,4902 E 24TH ST,KANSAS CITY,64127,"OVERLOOK, W 35 FT OF LOT 38",K2015-01508,,,,1889.87,,,,Kansas City
163,28-530-22-27-00-0-00-000,JA28530222700000000,2528 KENSINGTON AVE,KANSAS CITY,64127,"PHOENIX PARK, S 35' LOT 218",K2015-01545,,,,1018.67,,,,Kansas City
164,28-530-23-20-00-0-00-000,JA28530232000000000,2530 SPRUCE AVE,KANSAS CITY,64127,"PHOENIX PARK, S 1/2 OF LOT 276",K2015-01547,,,,946.47,,,,Kansas City
169,28-530-21-29-00-0-00-000,JA28530212900000000,2512 CYPRESS AVE,KANSAS CITY,64127,"PHOENIX PARK, LOT 158",K2015-01543,,,,1465.59,,,,Kansas City
181,28-530-17-48-00-0-00-000,JA28530174800000000,2460 POPLAR AVE,KANSAS CITY,64127,"PLEASANT VIEW CHAS FINLAY CO'S 6TH SUB, PT OF N 1/2 OF LOT 38 DAF: BEG AT A PT ON N LI LOT 38 94' E, OF NW COR TH S 50.5' TH E 114.84' TO W LI POPLAR AVE TH N, ALG W LI SD AVE 50.5' TH W TO POB (EX PT IN STS)",K2015-01533,,,,959.87,,,,Kansas City
201,28-530-17-59-00-0-00-000,JA28530175900000000,2424 POPLAR AVE,KANSAS CITY,64127,"PLEASANT VIEW CHAS FINLAY CO 6TH, S 42.5' OF W 23.5' OF LOT 3 & S 42.5' OF E 68' OF LOT 4",K2015-01535,,,,1925.5,,,,Kansas City
204,28-530-16-69-00-0-00-000,JA28530166900000000,2418 CHELSEA AVE,KANSAS CITY,64127,"PLEASANT VIEW BEING CHAS E FINLEY COMPANY'S 6TH SUB, N 35' OF THE S 110' OF THAT PT OF LOT 6 LY W OF CHELSEA, AVE & N 35' OF S 110' OF E 67' OF LOT 7",K2015-01531,,,,1034.02,,,,Kansas City
205,28-530-15-03-00-0-00-000,JA28530150300000000,4707 E 24TH ST UNIT B,KANSAS CITY,64127,"PLEASANT VIEW CHARLES FINLEY CO'S 6TH, E 33' OF W 66' OF N 120' OF LOT 10",K2015-01523,,,,1832.73,,,,Kansas City
207,28-530-15-05-00-0-00-000,JA28530150500000000,4703 E 24TH ST,KANSAS CITY,64127,"PLEASANT VIEW-CHARLES E FINLAY COMPANYS 6TH SUB, E 32.25' OF N 120' OF LOT 11",K2015-01524,,,,1344.58,,,,Kansas City
138,28-530-26-23-00-0-00-000,JA28530262300000000,2646 CYPRESS AVE,KANSAS CITY,64127,"PHOENIX PARK, S 40' OF E 90' OF LOT 177",K2015-01551,,,,1611.39,,,,Kansas City
214,28-540-03-09-00-0-00-000,JA28540030900000000,2317 DRURY AVE,KANSAS CITY,64127,"HARDEOAK PLACE, LOT 28",K2015-01556,,,,1387.19,,,,Kansas City
218,28-540-04-38-00-0-00-000,JA28540043800000000,2302 DRURY AVE,KANSAS CITY,64127,"HARDEOAK PLACE, LOT 19",K2015-01566,,,,1359.01,,,,Kansas City
219,28-540-04-03-00-0-00-000,JA28540040300000000,2303 HARDESTY AVE,KANSAS CITY,64127,"HARDEOAK PLACE, LOT 2",K2015-01562,,,,1264.03,,,,Kansas City
220,28-540-04-02-00-0-00-000,JA28540040200000000,2301 HARDESTY AVE,KANSAS CITY,64127,"HARDEOAK PLACE, LOT 1",K2015-01561,,,,1333.08,,,,Kansas City
929,28-540-03-16-00-0-00-000,JA28540031600000000,2343 DRURY AVE,KANSAS CITY,64127,"CHOTEAU PARK, LOT 14",K2014-15407,K2015-01558,,,2409.67,2409.67,,,Kansas City
145,28-540-11-26-00-0-00-000,JA28540112600000000,2511 DENVER AVE,KANSAS CITY,64127,"HIGHVIEW, W 140' OF S 1/2 OF LOT 11",K2015-01578,,,,2099.02,,,,Kansas City
152,28-540-12-23-00-0-00-000,JA28540122300000000,2536 HARDESTY AVE,KANSAS CITY,64127,"FINLAY CHARLES E COS 5TH SUB, N 43' OF E 75' LOT 2",K2015-01581,,,,1562.27,,,,Kansas City
157,28-540-12-20-00-0-00-000,JA28540122000000000,5300 E 26TH ST,KANSAS CITY,64127,"FINLAY CHARLES E CO'S 5TH SUB, N 70' OF E 1/2 OF LOT 3 LY E  OF VAN BRUNT BLV",K2014-01582,,,,3792.62,,,,Kansas City
170,28-540-09-18-00-0-00-000,JA28540091800000000,2509 BRIGHTON AVE,KANSAS CITY,64127,PLEASANT VIEW CHAS FINLAY CO 6TH N 50' OF N 1/2 OF S 1/2 OF E 140' OF LOT 43,K2015-01572,,,,1581.35,,,,Kansas City
172,28-540-14-18-00-0-00-000,JA28540141800000000,2414 OAKLEY AVE,KANSAS CITY,64127,"SECTION 11 TWNSHP 49 RANGE 33, BEG ON W LI OF OAKLEY AVE 169.35 FT S OF S LI OF 24TH, ST TH S 35 FT TH W 141.27 FT TH N 35 FT TH E TO BEG",K2015-01584,,,,2127.3,,,,Kansas City
916,28-540-09-09-00-0-00-000,JA28540090900000000,2443 BRIGHTON AVE,KANSAS CITY,64127,"BRIGHTON HEIGHTS, LOT 14",K2015-01571,,,,1336.78,,,,Kansas City
932,28-540-08-04-00-0-00-000,JA28540080400000000,2309 BRIGHTON AVE,KANSAS CITY,64127,"CLEARFIELD, N 12 1/2' OF LOT 34 & ALL OF LOT 35, BLK 4",K2015-01569,,,,2228.08,,,,Kansas City
133,28-540-19-16-00-0-00-000,JA28540191600000000,5004 E 27TH ST,KANSAS CITY,64127,"ROLLOS ADD, S 71 2/3 FT OF E 28 FT OF L   OT 2",K2015-01588,,,,1635.86,,,,Kansas City
147,28-540-17-11-00-0-00-000,JA28540171100000000,2539 DRURY AVE,KANSAS CITY,64127,"ANDERSON PARK, LOT 10",K2015-01586,,,,1963.86,,,,Kansas City
154,28-540-20-01-00-0-00-000,JA28540200100000000,2600 DENVER AVE,KANSAS CITY,64127,"FINLAY CHARLES E CO'S FIFTH, N 40' OF E 115' LOT 13 (EX ST)",K2015-01590,,,,1177.79,,,,Kansas City
990,28-610-03-18-00-0-00-000,JA28610031800000000,1736 CORRINGTON AVE,KANSAS CITY,64126,"MANCHESTER, LOT 24 BLK 11",K2015-01596,,,,973.17,,,,Kansas City
253,28-610-10-07-00-0-00-000,JA28610100700000000,1819 NEWTON AVE,KANSAS CITY,64126,"BLUE RIVER HEIGHTS, (RNG-33 TWP-49 SEC-12)        LOT 30 BLK 1",K2015-01604,,,,1181.61,,,,Kansas City
260,28-610-05-14-00-0-00-000,JA28610051400000000,1742 WINCHESTER AVE,KANSAS CITY,64126,"MANCHESTER, LOTS 28 & 29 BLK 13",K2015-01598,,,,496.5,,,,Kansas City
301,28-610-12-15-00-0-00-000,JA28610121500000000,1828 WINCHESTER AVE,KANSAS CITY,64126,"MANCHESTER, LOTS 12-13-14 BLK 39",K2015-01607,,,,236.88,,,,Kansas City
302,28-610-12-13-00-0-00-000,JA28610121300000000,6904 E 19TH ST,KANSAS CITY,64126,"BLUE RIVER HEIGHTS, LOTS 1 & 2 BLK 6",K2015-01606,,,,219.27,,,,Kansas City
991,28-610-05-16-00-0-00-000,JA28610051600000000,1734 WINCHESTER AVE,KANSAS CITY,64126,"MANCHESTER, LOT 24 BLK 13",K2015-01599,,,,315.49,,,,Kansas City
995,28-610-08-24-00-0-00-000,JA28610082400000000,1708 NEWTON AVE,KANSAS CITY,64126,"MANCHESTER, LOT 13 BLK 16",K2015-01602,,,,295.44,,,,Kansas City
996,28-610-08-25-00-0-00-000,JA28610082500000000,1706 NEWTON AVE,KANSAS CITY,64126,"MANCHESTER, LOT 12 BLK 16",K2015-01603,,,,254.41,,,,Kansas City
1053,28-710-02-02-00-0-00-000,JA28710020200000000,6610 E US 40 HWY,KANSAS CITY,64129,"RNG-33 TWP-49 SEC-13, PT OF NE 1/4 DAF: BEG AT PT OF INTERSEC WITH NLY ROW LI US, 40 HWY (AS NOW ESTABLISHED) & WLY ROW LI CHICAGO ROCK ISLAND, & PACIFIC RR LI TH NWLY 45' M/L TH NELY & PARA WITH SD WLY, RR LI 1430' M/L TH SELY 40' TH SWLY ALG SD WLY RR LI TO POB",K2015-01611,,,,373.21,,,,Kansas City
150,28-710-07-01-00-0-00-000,JA28710070100000000,NO ADDRESS ASSIGNED BY CITY,KANSAS CITY,64129,"SEC-13 TWP-49 RNG-33----PT NE 1/4 DAF: BEG AT PT OF INTERSEC N LI OF WESTPORT RD & E LI OF CHICAGO ROCK ISLAND & PACIFIC RR TH NELY ALG SD LI 145' TH SWLY 190' MOL TO A PT 15' NWLY OF POB TH SELY 15', TO POB MOL TO POB",K2015-01612,,,,204.92,,,,Kansas City
151,28-710-07-02-00-0-00-000,JA28710070200000000,NO ADDRESS ASSIGNED BY CITY,KANSAS CITY,64129,SEC-13 TWP-49 RNG-33 PT NE 1/4 DAF: BEG AT PT OF INTERSEC IN SLY ROW LI US 40 HWY & WLY LI OF CHICAGO ROCK ISLAND & PACIFIC RR TH SWLY 70' MOL TH NWLY 43.94' TH NELY 75' MOL TH SELY 40' MOL TO POB,K2015-01613,,,,204.92,,,,Kansas City
81,28-720-08-13-00-0-00-000,JA28720081300000000,3020 BELLAIRE AVE,KANSAS CITY,64129,"EAST CENTER, LOTS 33 & 34 BLK 6",K2015-01616,,,,770,,,,Kansas City
70,28-730-06-03-00-0-00-000,JA28730060300000000,3123 TOPPING AVE,KANSAS CITY,64129,"EAST CENTER, LOT 16 & 17 BLK 14",K2015-01618,,,,751.1,,,,Kansas City
120,28-810-05-14-00-0-00-000,JA28810051400000000,2737 QUINCY AVE,KANSAS CITY,64128,HOLMES NANNIE TRACT LOT 45,K2015-01621,,,,1591.89,,,,Kansas City
123,28-810-12-04-00-0-00-000,JA28810120400000000,5635 E 28TH ST,KANSAS CITY,64128,"GREENDALE, LOT 144",K2015-01632,,,,664.51,,,,Kansas City
98,28-810-24-02-00-0-00-000,JA28810240200000000,5639 E 29TH ST,KANSAS CITY,64128,"GREENDALE, LOT 326",K2013-13049,,,,173.69,,,,Kansas City
99,28-810-24-03-00-0-00-000,JA28810240300000000,5637 E 29TH ST,KANSAS CITY,64128,"GREENDALE, LOT 325",K2015-01640,,,,159.11,,,,Kansas City
102,28-810-17-11-00-0-00-000,JA28810171100000000,2843 VAN BRUNT BLVD,KANSAS CITY,64128,"GREENDALE, ALL OF LOT 238 & N 14' OF LOT 239",K2015-01637,,,,2363.92,,,,Kansas City
112,28-810-17-06-00-0-00-000,JA28810170600000000,5429 E 28TH TER,KANSAS CITY,64128,"GREENDALE, E 1/2 OF LOT 246 & ALL OF LOT 247",K2014-01642,,,,1963.75,,,,Kansas City
115,28-810-18-08-00-0-00-000,JA28810180800000000,5219 E 28TH TER,KANSAS CITY,64128,"OAKDALE SUB OF N 135 FT OF LOT 6 CORR PLAT OF OAKDALE, LOT 2",K2015-01639,,,,1365.23,,,,Kansas City
1034,28-810-24-10-00-0-00-000,JA28810241000000000,2901 OAKLEY AVE,KANSAS CITY,64128,"GREENDALE, N 42' LOTS 314 & 315",K2015-01641,,,,211.35,,,,Kansas City
1054,28-810-17-23-00-0-00-000,JA28810172300000000,5436 E 29TH ST,KANSAS CITY,64128,"GREENDALE, LOT 286",K2015-01638,,,,1215.44,,,,Kansas City
1038,28-810-33-01-00-0-00-000,JA28810330100000000,5115 E 30TH ST,KANSAS CITY,64128,"CUNNINGHAM PARK, EAST 1/2 OF N 80' OF LOT 140 & N 80' OF LOTS 141 & 142",K2015-01642,,,,1738.97,,,,Kansas City
113,28-820-04-26-00-0-00-000,JA28820042600000000,2834 CHELSEA AVE,KANSAS CITY,64128,"GARDEN HILL, LOT 24",K2015-01648,,,,214.67,,,,Kansas City
118,28-820-04-24-00-0-00-000,JA28820042400000000,2819 LISTER AVE,KANSAS CITY,64128,"PORTLAND PLACE, LOT 9 BLK C",K2014-01659,,,,471.88,,,,Kansas City
122,28-820-03-06-00-0-00-000,JA28820030600000000,2743 CHELSEA AVE,KANSAS CITY,64128,"GARDEN HILL, LOTS 43 & 44",K2015-01647,,,,587.43,,,,Kansas City
121,28-820-05-19-00-0-00-000,JA28820051900000000,2805 ELMWOOD AVE,KANSAS CITY,64128,"COBBS ADD, LOT 15",K2015-01651,,,,1737.39,,,,Kansas City
1056,28-820-13-16-00-0-00-000,JA28820131600000000,2818 KENSINGTON AVE,KANSAS CITY,64128,"WENZEL GARDEN, LOT 90",K2015-01660,,,,856.66,,,,Kansas City
111,28-820-16-12-02-0-00-000,JA28820161202000000,2833 CHELSEA AVE,KANSAS CITY,64128,"GARDEN HILL, LOT 30",K2015-01661,,,,213,,,,Kansas City
83,28-820-32-02-00-0-00-000,JA28820320200000000,3001 CHELSEA AVE,KANSAS CITY,64128,"RUGBY, LOTS 76 & 77",K2015-01682,,,,1792.53,,,,Kansas City
86,28-820-32-25-00-0-00-000,JA28820322500000000,3010 POPLAR AVE,KANSAS CITY,64128,"RUGBY, LOT 102",K2015-01683,,,,723.61,,,,Kansas City
90,28-820-26-12-00-0-00-000,JA28820261200000000,2937 SPRUCE AVE,KANSAS CITY,64128,"FOLSOM PARK, S 33 1/3' OF W 1/2 OF LOT 5",K2015-01666,,,,875.41,,,,Kansas City
91,28-820-25-08-00-0-00-000,JA28820250800000000,2935 KENSINGTON AVE,KANSAS CITY,64128,"VIEW POINT, S 22.5' OF W 173.3' LOT 15 & N 12.5' OF W 173.3' LOT 16",K2015-01664,,,,354.8,,,,Kansas City
92,28-820-27-07-00-0-00-000,JA28820270700000000,2957 JACKSON AVE,KANSAS CITY,64128,"METOWEE, N 5 FT LOT 65 ALL LOT 66 S    5 FT LOT 67",K2015-01671,,,,929.95,,,,Kansas City
100,28-820-25-13-01-0-00-000,JA28820251301000000,2917 KENSINGTON AVE,KANSAS CITY,64128,"VIEW POINT, LOT 8 (EX PT SOLD TO STATE    OF MO)",K2015-01665,,,,422.47,,,,Kansas City
807,28-820-30-09-00-0-00-000,JA28820300900000000,3025 ELMWOOD AVE,KANSAS CITY,64128,"ZIEGLER GARDEN, LOT 27",K2015-01678,,,,1847.19,,,,Kansas City
1037,28-820-29-27-00-0-00-000,JA28820292700000000,3008 ELMWOOD AVE,KANSAS CITY,64128,"MULLER'S ADD, LOT 35",K2015-01677,,,,948.09,,,,Kansas City
1041,28-820-26-46-00-0-00-000,JA28820264600000000,3000 KENSINGTON AVE,KANSAS CITY,64128,"WENZEL GARDEN #3, LOT 19",K2015-01669,,,,286.98,,,,Kansas City
64,28-830-03-08-00-0-00-000,JA28830030800000000,3109 CHELSEA AVE,KANSAS CITY,64128,"OAKWOOD, W 1/2 OF VAC ALLEY E & ADJ & ALL LOT 153",K2015-01685,,,,1068.56,,,,Kansas City
62,28-830-12-10-00-0-00-000,JA28830121000000000,3231 KENSINGTON AVE,KANSAS CITY,64128,"KNOCHE PARK, LOT 183 BLK 7",K2015-01693,,,,2484.02,,,,Kansas City
76,28-830-05-10-00-0-00-000,JA28830051000000000,3123 ELMWOOD AVE,KANSAS CITY,64128,"OAKWOOD, LOT 277",K2015-01687,,,,2043.34,,,,Kansas City
35,28-830-23-24-00-0-00-000,JA28830232400000000,3410 SPRUCE AVE,KANSAS CITY,64128,"KNOCHE PARK ANNEX, LOT 200",K2015-01702,,,,2392.74,,,,Kansas City
44,28-830-19-14-00-0-00-000,JA28830191400000000,3326 ELMWOOD AVE,KANSAS CITY,64128,"KNOCHE PARK ANNEX, LOT 9",K2015-01696,,,,2619.5,,,,Kansas City
46,28-830-22-08-00-0-00-000,JA28830220800000000,3325 JACKSON AVE,KANSAS CITY,64128,"KNOCHE PARK ANNEX, ALL OF LOT 233",K2015-01701,,,,1571.37,,,,Kansas City
33,28-830-26-06-00-0-00-000,JA28830260600000000,3415 CYPRESS AVE,KANSAS CITY,64128,"KNOCHE PARK ANNEX, LOT 41",K2011-15102,K2014-15411,K2015-01705,,3375.31,3375.31,3375.31,,Kansas City
1016,28-830-25-25-00-0-00-000,JA28830252500000000,3422 CYPRESS AVE,KANSAS CITY,64128,"KNOCHE PARK ANNEX, LOT 82",K2015-01704,,,,320.97,,,,Kansas City
36,28-840-11-09-00-0-00-000,JA28840110900000000,3341 HARDESTY AVE,KANSAS CITY,64128,"COUCHS 1ST ADD, LOT 16 BLK 3",K2015-01707,,,,1002.27,,,,Kansas City
20,28-840-18-07-00-0-00-000,JA28840180700000000,5608 E 34TH TER,KANSAS CITY,64128,"COUCHS 1ST ADD, LOTS 9 & 10 BLK 7",K2012-15218,K2015-01709,,,727.57,727.57,,,Kansas City
136,28-910-04-02-00-0-00-000,JA28910040200000000,3801 E 27TH ST,KANSAS CITY,64128,"ROUND TOP, LOTS 279 & 280",K2015-01712,,,,1756.34,,,,Kansas City
119,28-910-09-29-00-0-00-000,JA28910092900000000,2822 BALES AVE,KANSAS CITY,64128,"THE OLD HOMESTEAD, LOTS 24 & 25",K2015-01723,,,,1526.91,,,,Kansas City
938,28-910-09-20-00-0-00-000,JA28910092000000000,3408 E 29TH ST,KANSAS CITY,64128,"COLVIN AND CADWELLS FIRST A, DD E 67.61 FT OF LOT 11",K2014-01724,,,,2761.47,,,,Kansas City
1044,28-910-14-11-00-0-00-000,JA28910141100000000,2818 MYRTLE AVE,KANSAS CITY,64128,"ROUNDTOP, LOTS 169 & 170",K2015-01725,,,,2162.66,,,,Kansas City
95,28-910-21-09-00-0-00-000,JA28910210900000000,2911 MONROE AVE,KANSAS CITY,64128,"WILDER'S 1ST ADD, LOTS 14 & 15 W 1/2 VAC        ALLEY E OF & ADHJ",K2015-01730,,,,1822.89,,,,Kansas City
819,28-910-23-08-00-0-00-000,JA28910230800000000,2932 MYRTLE AVE,KANSAS CITY,64128,"INGLESIDE PLACE, S 8' OF LOT 169 & ALL OF LOT 170",K2014-01741,,,,1196.42,,,,Kansas City
937,28-910-19-02-00-0-00-000,JA28910190200000000,2903 BALES AVE,KANSAS CITY,64128,"COLVIN AND CADWELLS FIRST ADD, N 54' OF E 65.1' LOT 2",K2015-01727,,,,1841.77,,,,Kansas City
1033,28-910-20-18-00-0-00-000,JA28910201800000000,2938 MONROE AVE,KANSAS CITY,64128,WILDER'S 1ST ADD---- S 33' OF LOT 21 & M AP ADD S 33'  OF LOT 1 & S 33' OF E 34.6' OF LOT 2,K2015-01729,,,,1963.56,,,,Kansas City
1052,28-910-18-04-00-0-00-000,JA28910180400000000,2915 INDIANA AVE,KANSAS CITY,64128,"COLVIN AND CADWELLS FIRST ADD, S 35.66' LOT 14",K2015-01726,,,,1776.41,,,,Kansas City
84,28-910-31-15-00-0-00-000,JA28910311500000000,3041 ASKEW AVE,KANSAS CITY,64128,"M A P ADD, S 35' LOT 22 W 85' OF N 5'    LOT 23",K2014-01750,,,,607.83,,,,Kansas City
85,28-910-31-13-00-0-00-000,JA28910311300000000,3029 ASKEW AVE,KANSAS CITY,64128,"M A P ADD, S 5' LOT 20 & N 30' LOT 21",K2014-01749,,,,1824.34,,,,Kansas City
1043,28-910-31-04-00-0-00-000,JA28910310400000000,3005 ASKEW AVE,KANSAS CITY,64128,"M A P ADD, S 10' LOT 14 & N 22' LOT 15",K2015-01735,,,,1471.97,,,,Kansas City
129,28-920-04-16-00-0-00-000,JA28920041600000000,2610 E 28TH ST,KANSAS CITY,64128,"SANTA FE PLACE, LOT 34 BLK 2",K2015-01740,,,,2698.94,,,,Kansas City
135,28-920-03-50-01-0-00-000,JA28920035001000000,NO ADDRESS ASSIGNED BY CITY,KANSAS CITY,64128,SANTA FE PLACE---TH S 13' OF LOTS 16-18 & N 40' OF LOT 21 BLK 1,K2015-01738,,,,365.26,,,,Kansas City
124,28-920-08-03-00-0-00-000,JA28920080300000000,2955 E 28TH ST,KANSAS CITY,64128,"SANTA FE PLACE, W 34 FT OF LOT 12 BLK 8",K2015-01748,,,,1691.06,,,,Kansas City
808,28-920-10-05-00-0-00-000,JA28920100500000000,2641 VICTOR ST,KANSAS CITY,64128,"SANTA FE PLACE, LOT 11 BLK 4",K2015-01750,,,,3541.62,,,,Kansas City
1047,28-920-08-33-00-0-00-000,JA28920083300000000,2944 VICTOR ST,KANSAS CITY,64128,"SANTA FE PLACE, W 10 FT OF LOT 17 & E 40 FT   OF LOT 18 BLK 8",K2015-01749,,,,3532.36,,,,Kansas City
1057,28-920-07-11-00-0-00-000,JA28920071100000000,3227 E 28TH ST,KANSAS CITY,64128,"SANTA FE PLACE, E 33' OF LOT 7 BLK 13 (EX     E 5' OF S 37.99' THOF)",K2014-01767,,,,1916.51,,,,Kansas City
80,28-920-22-16-00-0-00-000,JA28920221600000000,3027 WALROND AVE,KANSAS CITY,64128,"PARISH WM SUB, BEG 248 FT N OF NE COR 31ST   & WALROND AVE TH N 29 FT, THE 102.5 FT TH S 29 FT TH    W 102.5 FT TO BEG BEING PT, OFLOT 4 BLK A",K2015-01759,,,,1641.67,,,,Kansas City
96,28-920-15-24-00-0-00-000,JA28920152400000000,2700 E 30TH ST,KANSAS CITY,64128,"SANTA FE PLACE, E 42.5' OF LOT 30 BLK 5",K2015-01756,,,,255.17,,,,Kansas City
97,28-920-15-23-00-0-00-000,JA28920152300000000,2622 E 30TH ST,KANSAS CITY,64128,"SANTA FE PLACE, W 7.5' OF LOT 30 & E 35' OF LOT 31 BLK 5",K2015-01755,,,,254.78,,,,Kansas City
1030,28-920-24-02-00-0-00-000,JA28920240200000000,3219 E 30TH TER,KANSAS CITY,64128,"HANCOCK PLACE -A-, LOT 13",K2015-01761,,,,1581.89,,,,Kansas City
1031,28-920-21-09-00-0-00-000,JA28920210900000000,3011 BELLEFONTAINE AVE,KANSAS CITY,64128,EAST MORELAND LOT 6,K2015-01758,,,,2086.57,,,,Kansas City
78,28-930-02-33-00-0-00-000,JA28930023300000000,3044 E 32ND ST,KANSAS CITY,64128,"EAST LINWOOD, LOT 33 BLK 2",K2015-01765,,,,2094.68,,,,Kansas City
7,28-930-08-25-00-0-00-000,JA28930082500000000,3222 E LINWOOD BLVD,KANSAS CITY,64128,"EAST LINWOOD, E 16 2/3' LOT 14 BLK 4 & W 16 2/3' LOT 15 BLK 4",K2015-01768,,,,1831.32,,,,Kansas City
79,28-930-05-21-00-0-00-000,JA28930052100000000,3112 CHESTNUT AVE,KANSAS CITY,64128,"WIDMER PLACE, LOT 8",K2015-01767,,,,3005.35,,,,Kansas City
1028,28-930-10-13-00-0-00-000,JA28930101300000000,3242 COLLEGE AVE,KANSAS CITY,64128,"EAST LINWOOD, S 37.21 FT OF LOT 17 BLK 6",K2015-01770,,,,1600.8,,,,Kansas City
22,28-930-19-20-00-0-00-000,JA28930192000000000,3345 CHESTNUT AVE,KANSAS CITY,64128,"BENTON PARK, LOT 39",K2015-01777,,,,1956.57,,,,Kansas City
47,28-930-23-23-00-0-00-000,JA28930232300000000,3332 COLLEGE AVE,KANSAS CITY,64128,"EAST LINWOOD SUB, LOT 21 BLK 11",K2015-01780,,,,1910.64,,,,Kansas City
58,28-930-24-02-00-0-00-000,JA28930240200000000,3309 E 33RD ST,KANSAS CITY,64128,"BROUGHAM PARK, W 4' OF N 24' OF LOT 94 & W 4' OF LOTS 95 & 96 & E 35.67', OF LOT 29 & E 35.67' OF LOT 30 & E 35.67' OF N 23' OF, LOT 31",K2014-01813,,,,1017.23,,,,Kansas City
